# model=heuristic triples=9188 ents=523 rels=32
# metrics={'mrr': 0.0, 'hits_at_1': 0.0, 'hits_at_5': 0.0, 'hits_at_10': 0.0}
subject	predicate	object	score
disease_68	AFFECTS	phenotype_40	0.40322087399371304
methotrexate	STIMULATES	gene_57	0.603937907780326
tamoxifen	PRODUCES	NOS3	0.5476538330110677
quercetin	STIMULATES	phenotype_22	0.5580362684360636
serotonin	REGULATES	mTOR	0.5989426538480193
gene_61	AFFECTS	phenotype_77	0.6917454641576476
SOD2	AFFECTS	MMP9	0.6851880871084673
gene_66	AFFECTS	phenotype_10	0.6130569395674836
gene_20	REGULATES	phenotype_3	0.7169754407332651
chemical_26	INHIBITS	phenotype_24	0.5101611183218119
digoxin	CAUSES	disease_79	0.4724126107206089
disease_66	ASSOCIATED_WITH	gene_74	0.45503009335458816
gene_50	AFFECTS	gene_23	0.5343684149773197
acetylcholine	AFFECTS	phenotype_49	0.4950241526822377
sclerosis	AFFECTS	phenotype_59	0.5868274313707623
pantoprazole	PRODUCES	gene_84	0.4689653084209038
IL6	REGULATES	phenotype_13	0.6382869161431013
hepatitis	ASSOCIATED_WITH	phenotype_83	0.5992923884365553
chemical_60	TREATS	disease_36	0.5353875551930236
phosphorylation	CO_OCCURRED_WITH	phenotype_14	0.7384367522677366
psoriasis	ASSOCIATED_WITH	phenotype_78	0.5206038638463913
APP	AFFECTS	SNCA	0.5474831690756803
TDP43	INTERACTS_WITH	gene_29	0.589524041748357
NOS3	REGULATES	platelet aggregation	0.5989426538480193
chemical_84	CAUSES	disease_46	0.42651097137634664
chemical_74	TREATS	disease_30	0.48948591584876133
disease_67	AFFECTS	IL6	0.48846677563305735
disease_58	ASSOCIATED_WITH	mTOR	0.553390749092293
phenotype_65	CO_OCCURRED_WITH	phenotype_62	0.5023711784972448
osteoporosis	ASSOCIATED_WITH	osteoblastogenesis	0.5337186179447521
atorvastatin	INHIBITS	phenotype_78	0.4970463642234513
chemical_62	CAUSES	disease_9	0.44618310252388765
chemical_26	PRODUCES	gene_22	0.5214243248143464
gene_51	STIMULATES	phenotype_9	0.603937907780326
chemical_40	PRODUCES	gene_78	0.5148669477651661
disease_5	AFFECTS	APOE	0.560597923174041
chemical_31	CAUSES	disease_1	0.4658552336714286
gene_9	STIMULATES	phenotype_66	0.6301674159770472
sarcoma	ASSOCIATED_WITH	phenotype_1	0.6976530441742602
phenotype_55	CO_OCCURRED_WITH	phenotype_25	0.5613875719398677
chemical_23	PREVENTS	disease_75	0.4311133031772252
disease_23	AFFECTS	phenotype_58	0.4884667756330573
vasoconstriction	AFFECTS	osteoclastogenesis	0.5474831690756804
chemical_51	INHIBITS	phenotype_43	0.5691775117644349
vitamin E	REGULATES	gene_44	0.6514016702414619
chemical_63	AFFECTS	phenotype_27	0.4950241526822377
disease_72	AFFECTS	gene_48	0.481909398583877
disease_22	AFFECTS	phenotype_64	0.6261716936658442
chemical_85	PRODUCES	MGST1	0.5017521936668055
gene_69	AFFECTS	phenotype_89	0.501581529731418
gene_24	REGULATES	phenotype_64	0.6841885554873636
chemical_5	TREATS	colitis	0.46325640765204
BRCA1	INTERACTS_WITH	gene_51	0.5829666646991767
phenotype_66	CO_OCCURRED_WITH	phenotype_34	0.6794203588251135
chemical_50	CAUSES	disease_39	0.4855273648189696
phenotype_6	CO_OCCURRED_WITH	osteoblastogenesis	0.6072892112841299
chemical_2	PRODUCES	gene_53	0.4820800625192645
chemical_60	TREATS	colitis	0.5878465715864662
gene_60	REGULATES	gene_55	0.5727131456512979
phenotype_66	CO_OCCURRED_WITH	phenotype_7	0.7122072440710152
gene_50	STIMULATES	phenotype_1	0.68262643237049
chemical_10	AFFECTS	phenotype_44	0.44912251333797537
phenotype_64	AFFECTS	phenotype_80	0.6524012018625657
phenotype_9	AFFECTS	phenotype_57	0.6327290707150246
disease_37	ASSOCIATED_WITH	leukopoiesis	0.5271612408955717
cyclosporine	STIMULATES	KRAS	0.4727903667967194
chemical_18	REGULATES	STAT3	0.5268115063070357
chemical_3	INHIBITS	hypertrophy	0.48393161012509056
chemical_58	TREATS	asthma	0.48292853879958103
eczema	CAUSES	phenotype_36	0.5642158894091336
disease_79	ASSOCIATED_WITH	phenotype_64	0.592735011387375
disease_38	ASSOCIATED_WITH	gene_12	0.5271612408955717
heparin	REGULATES	gene_9	0.49402462106113404
Alzheimer disease	AFFECTS	gene_6	0.5278110379281393
APP	AFFECTS	phenotype_82	0.619614316616664
disease_71	AFFECTS	phenotype_45	0.44256513628879507
gene_30	AFFECTS	PSEN2	0.7835487428461722
chemical_30	PREVENTS	asthma	0.4966870736690285
cortisol	TREATS	disease_6	0.4960432928979417
gene_13	STIMULATES	angiogenesis	0.6301674159770473
disease_26	ASSOCIATED_WITH	gene_56	0.5271612408955718
disease_54	AFFECTS	phenotype_64	0.619614316616664
magnesium	PREVENTS	melanoma	0.47045756547230716
gene_16	REGULATES	vasoconstriction	0.6120574079463799
gene_58	AFFECTS	NFKB1	0.6261716936658444
gene_39	REGULATES	gene_76	0.553041014503757
magnesium	PRODUCES	gene_33	0.5279817018635268
chemical_80	PRODUCES	gene_19	0.5607685871094285
chemical_36	TREATS	disease_17	0.502600669947122
chemical_78	STIMULATES	phenotype_42	0.525249383190162
depression	AFFECTS	MYC	0.5474831690756804
phenotype_88	CO_OCCURRED_WITH	phenotype_12	0.4958138014480644
disease_87	ASSOCIATED_WITH	gene_43	0.5402759949939324
chemical_62	AFFECTS	hyperplasia	0.49502415268223765
vitamin B12	CAUSES	thrombosis	0.4527404795730679
IL1B	STIMULATES	phenotype_12	0.564593645485244
phenotype_11	AFFECTS	phenotype_15	0.5343684149773197
disease_8	AFFECTS	phenotype_38	0.5081389067805984
chemical_30	PREVENTS	disease_39	0.4901296966198481
phenotype_35	AFFECTS	vasoconstriction	0.5409257920265
GPX1	INTERACTS_WITH	gene_11	0.5829666646991768
hypertension	AFFECTS	gene_74	0.46223726743633603
IL10	REGULATES	protein misfolding	0.533368883356216
disease_51	CAUSES	hyperplasia	0.5051994959665106
imatinib	INHIBITS	phenotype_50	0.5167184953709922
chemical_45	PRODUCES	gene_52	0.4951948166176251
vitamin C	STIMULATES	IL1B	0.45311823564917836
gene_84	REGULATES	vasoconstriction	0.5071393751594947
IFNG	REGULATES	dysplasia	0.5202541292578554
phenotype_28	AFFECTS	phenotype_31	0.5737126772724017
gene_17	REGULATES	alkalosis	0.533368883356216
disease_85	ASSOCIATED_WITH	phenotype_83	0.6058497654857357
disease_32	AFFECTS	oxidative stress	0.4556798903871557
ibuprofen	STIMULATES	phenotype_41	0.5973805307311457
atorvastatin	PRODUCES	gene_24	0.5410964559618874
hydrochlorothiazide	INHIBITS	phenotype_7	0.6413086593054185
disease_13	CAUSES	phenotype_59	0.6232322828517566
vitamin E	CAUSES	disease_21	0.4789699877697892
gene_56	STIMULATES	phenotype_33	0.6695116782721293
disease_73	ASSOCIATED_WITH	neurogenesis	0.5796202572890143
gene_36	AFFECTS	PSEN2	0.7114175953051886
FOXP3	REGULATES	phenotype_59	0.6186147849955603
chemical_42	INHIBITS	phenotype_68	0.5429480035677136
cortisol	AFFECTS	phenotype_10	0.5737126772724016
phenotype_38	CO_OCCURRED_WITH	phenotype_29	0.6728629817759333
disease_70	ASSOCIATED_WITH	phenotype_86	0.4615874704037685
oxidation	CO_OCCURRED_WITH	phenotype_5	0.6072892112841299
sarcoma	ASSOCIATED_WITH	gene_26	0.5665055031906537
sarcoma	ASSOCIATED_WITH	gene_5	0.6124071425349159
gene_50	REGULATES	NFKB1	0.6841885554873637
gene_24	STIMULATES	phenotype_48	0.6104952848295062
disease_47	CAUSES	phenotype_3	0.6035601517042155
chemical_2	INHIBITS	erythropoiesis	0.5560627576660743
TP53	INTERACTS_WITH	gene_29	0.6157535499450785
furosemide	PREVENTS	Alzheimer disease	0.4901296966198481
chemical_75	STIMULATES	inflammation	0.6104952848295063
phenotype_31	AFFECTS	phenotype_55	0.6327290707150246
chemical_77	STIMULATES	PTEN	0.42033135040327674
chemical_5	PREVENTS	lymphoma	0.37209690973460224
disease_34	ASSOCIATED_WITH	gene_53	0.4943743556496702
gene_16	REGULATES	phenotype_31	0.6907459325365439
phenotype_61	CO_OCCURRED_WITH	phenotype_66	0.7449941293169169
gene_0	INTERACTS_WITH	gene_17	0.6157535499450784
IL6	REGULATES	gene_47	0.5595983915529372
Raynaud disease	ASSOCIATED_WITH	phenotype_60	0.4353579622070472
serotonin	REGULATES	NRF2	0.5792705227004783
phenotype_76	CO_OCCURRED_WITH	inflammation	0.6728629817759333
gene_56	INTERACTS_WITH	KRAS	0.5698519106008162
disease_60	ASSOCIATED_WITH	phenotype_22	0.5927350113873749
gene_55	INTERACTS_WITH	gene_15	0.6026387958467178
disease_54	ASSOCIATED_WITH	methylation	0.573062880239834
asthma	ASSOCIATED_WITH	gene_9	0.5599481261414733
disease_2	ASSOCIATED_WITH	VEGFA	0.5140464867972111
Raynaud phenomenon	ASSOCIATED_WITH	phenotype_55	0.5861776343381947
disease_27	ASSOCIATED_WITH	phenotype_48	0.4878169786004898
chemical_72	AFFECTS	phenotype_56	0.5671553002232214
phenotype_55	CO_OCCURRED_WITH	phenotype_21	0.5941744571857693
chemical_55	TREATS	epilepsy	0.5288301781438434
EGFR	INTERACTS_WITH	HMOX1	0.5764092876499964
gene_80	STIMULATES	phenotype_37	0.5711510225344243
gene_19	STIMULATES	phenotype_31	0.6695116782721293
vitamin B12	PREVENTS	disease_41	0.4966870736690285
chemical_28	PRODUCES	gene_38	0.5017521936668055
pancreatitis	ASSOCIATED_WITH	INS	0.5206038638463915
chemical_27	STIMULATES	phenotype_34	0.5121346290918014
gene_57	REGULATES	PSEN2	0.7694344571267078
APP	REGULATES	leukopoiesis	0.6645164243398225
ubiquitination	AFFECTS	phenotype_42	0.5999421854691229
CRP	INTERACTS_WITH	gene_14	0.5764092876499963
disease_67	AFFECTS	NQO1	0.5474831690756804
NOS3	REGULATES	gene_68	0.6186147849955602
chemical_69	REGULATES	PSEN1	0.5136967522086751
INS	REGULATES	NRF2	0.5989426538480194
MMP9	STIMULATES	phenotype_55	0.6563969241737686
ACE	REGULATES	protein misfolding	0.5595983915529372
magnesium	STIMULATES	DNA damage	0.6236100389278669
catechin	STIMULATES	phenotype_70	0.5383641372885226
disease_40	ASSOCIATED_WITH	gene_62	0.6124071425349159
gene_66	REGULATES	glycosylation	0.553041014503757
chemical_0	PREVENTS	disease_25	0.44422805727558584
disease_13	AFFECTS	gene_16	0.5540405461248606
chemical_68	PRODUCES	gene_21	0.4624079313717234
gene_21	REGULATES	gene_47	0.5202541292578553
disease_41	ASSOCIATED_WITH	gene_73	0.5337186179447521
gene_71	STIMULATES	leukopoiesis	0.603937907780326
disease_61	AFFECTS	gene_65	0.5343684149773197
gene_8	INTERACTS_WITH	gene_63	0.5567371565024555
CAT	REGULATES	gene_14	0.5399262604053964
gene_80	STIMULATES	phenotype_29	0.6301674159770473
phenotype_63	AFFECTS	inflammation	0.7114175953051886
phosphorylation	CO_OCCURRED_WITH	phenotype_9	0.6531908506283923
phenotype_83	AFFECTS	hyperplasia	0.6720733330101066
magnesium	AFFECTS	anaplasia	0.5343684149773197
trastuzumab	CAUSES	cancer	0.4265109713763466
gene_64	AFFECTS	phenotype_87	0.5081389067805984
chemical_3	AFFECTS	myogenesis	0.40322087399371304
phenotype_16	CO_OCCURRED_WITH	osteoblastogenesis	0.5810597030874086
gene_28	REGULATES	gene_20	0.61205740794638
metoprolol	TREATS	disease_42	0.46981378470122037
chemical_56	PREVENTS	disease_77	0.5491460900624712
chemical_21	PREVENTS	disease_2	0.44422805727558584
phenotype_22	CO_OCCURRED_WITH	phenotype_2	0.6138465883333103
GSTP1	AFFECTS	methylation	0.619614316616664
chemical_1	AFFECTS	insulin resistance	0.481909398583877
disease_24	ASSOCIATED_WITH	IL6	0.5009317326988504
gene_2	REGULATES	gene_12	0.6120574079463799
chemical_30	PRODUCES	NQO1	0.5869980953061497
chemical_81	STIMULATES	IL1B	0.49901987499344064
aspirin	PREVENTS	disease_83	0.4311133031772252
CD4	REGULATES	phenotype_46	0.6055000308971996
GPX1	AFFECTS	phenotype_61	0.6786307100592869
phenotype_44	CO_OCCURRED_WITH	phenotype_73	0.587617080136589
chemical_11	INHIBITS	leukopoiesis	0.4904889871742709
disease_60	ASSOCIATED_WITH	phenotype_34	0.5861776343381947
clopidogrel	STIMULATES	phenotype_9	0.5121346290918013
lisinopril	PREVENTS	disease_86	0.43111330317722524
phenotype_81	CO_OCCURRED_WITH	phenotype_17	0.5154859325956054
disease_66	ASSOCIATED_WITH	gene_83	0.4484727163054078
gene_56	AFFECTS	gene_30	0.698302841206828
angiogenesis	CO_OCCURRED_WITH	phenotype_75	0.5548301948906874
chemical_47	INHIBITS	ubiquitination	0.6019643970103365
TP53	AFFECTS	gene_39	0.521253660878959
Parkin	REGULATES	phenotype_90	0.6251721620447406
chemical_28	CAUSES	melanoma	0.3674945779337237
disease_81	AFFECTS	phenotype_38	0.5343684149773197
gastritis	CAUSES	phenotype_88	0.4658552336714286
disease_71	CAUSES	phenotype_83	0.5904453976058549
chemical_64	PREVENTS	disease_76	0.4770149425214875
chemical_50	PREVENTS	diabetes	0.5098018277673891
ibuprofen	TREATS	epilepsy	0.5681744404389253
gene_2	AFFECTS	gene_84	0.5146962838297787
gene_57	REGULATES	phenotype_29	0.6841885554873637
disease_32	AFFECTS	gene_68	0.5081389067805984
gene_78	AFFECTS	phenotype_15	0.5540405461248606
chemical_79	AFFECTS	phenotype_33	0.5343684149773197
disease_25	AFFECTS	gene_83	0.44256513628879507
disease_40	ASSOCIATED_WITH	phenotype_42	0.5861776343381947
chemical_8	REGULATES	GSTP1	0.5464836374545767
gene_29	REGULATES	gene_9	0.6186147849955603
chemical_11	PREVENTS	disease_25	0.3589821556362416
gastritis	ASSOCIATED_WITH	NFKB1	0.6189645195840964
sclerosis	AFFECTS	gene_38	0.5081389067805984
gene_12	AFFECTS	phenotype_26	0.49502415268223765
anemia	AFFECTS	phenotype_8	0.560597923174041
phenotype_73	CO_OCCURRED_WITH	phenotype_3	0.6400760965300316
chemical_32	STIMULATES	phenotype_89	0.5514788913868833
trastuzumab	PREVENTS	disease_47	0.4966870736690285
phenotype_91	CO_OCCURRED_WITH	phenotype_87	0.5351580637431463
lisinopril	PREVENTS	disease_12	0.44422805727558584
acetylation	AFFECTS	phenotype_46	0.481909398583877
disease_59	AFFECTS	KRAS	0.37043398874781147
disease_11	AFFECTS	gene_19	0.4687946444855164
gene_32	AFFECTS	gene_73	0.5343684149773197
chemical_55	STIMULATES	ACE	0.5514788913868833
gene_63	STIMULATES	phenotype_75	0.5580362684360637
chemical_54	STIMULATES	gene_3	0.446560858599998
fish oil	INHIBITS	phenotype_75	0.5232758724201726
chemical_56	INHIBITS	erythropoiesis	0.6413086593054185
Raynaud phenomenon	ASSOCIATED_WITH	phenotype_68	0.573062880239834
gene_56	REGULATES	NRF2	0.6055000308971996
disease_67	AFFECTS	gene_36	0.5146962838297787
chemical_39	STIMULATES	gene_81	0.49901987499344064
gene_36	INTERACTS_WITH	gene_37	0.6616551892893408
phenotype_52	CO_OCCURRED_WITH	anaplasia	0.5286006866939661
chemical_75	REGULATES	gene_64	0.5005819981103143
hypertension	CAUSES	ubiquitination	0.5117568730156908
phenotype_48	CO_OCCURRED_WITH	phenotype_68	0.6072892112841299
cortisol	PRODUCES	gene_45	0.5410964559618874
gene_51	INTERACTS_WITH	gene_44	0.668212566338521
AKT1	AFFECTS	phenotype_1	0.6130569395674836
chemical_32	PRODUCES	gene_20	0.652571865797953
phenotype_37	CO_OCCURRED_WITH	inflammation	0.6597482276775726
chemical_6	AFFECTS	phenotype_66	0.5278110379281393
INS	INTERACTS_WITH	gene_13	0.6813273204368816
oxidation	AFFECTS	lipid peroxidation	0.6261716936658444
disease_22	ASSOCIATED_WITH	phenotype_66	0.5992923884365553
disease_36	ASSOCIATED_WITH	phenotype_30	0.5337186179447521
chemical_60	INHIBITS	glycosylation	0.5954070199611562
disease_45	AFFECTS	phosphorylation	0.501581529731418
caffeine	AFFECTS	phenotype_33	0.5540405461248606
disease_14	ASSOCIATED_WITH	gene_22	0.5206038638463913
MMP9	AFFECTS	gene_75	0.639286447764205
phenotype_86	AFFECTS	osteoblastogenesis	0.5671553002232214
PSEN1	AFFECTS	phenotype_30	0.599942185469123
chemical_47	AFFECTS	phenotype_61	0.6524012018625657
ibuprofen	REGULATES	gene_30	0.6776311784381832
disease_78	CAUSES	phenotype_14	0.6035601517042156
gene_79	AFFECTS	gene_30	0.7048602182560083
disease_42	AFFECTS	phenotype_89	0.5081389067805984
chemical_19	STIMULATES	platelet aggregation	0.49901987499344064
Raynaud disease	ASSOCIATED_WITH	phenotype_72	0.46814484745294876
chemical_19	TREATS	disease_29	0.41735476830777773
disease_19	CAUSES	metaplasia	0.6101175287533959
chemical_40	CAUSES	disease_31	0.393724086130445
disease_79	CAUSES	phenotype_10	0.5576585123599532
vitamin E	TREATS	disease_18	0.541944932242204
phenotype_79	AFFECTS	phenotype_82	0.521253660878959
gene_71	AFFECTS	gene_46	0.4753520215346967
PIK3CA	AFFECTS	phenotype_41	0.6589585789117459
gene_22	REGULATES	PSEN2	0.7104180636840849
disease_88	AFFECTS	osteoclastogenesis	0.521253660878959
gene_55	AFFECTS	phenotype_32	0.5540405461248606
PSEN2	AFFECTS	gene_16	0.7245323494035492
methotrexate	INHIBITS	phenotype_71	0.5167184953709922
gene_50	AFFECTS	phenotype_33	0.6524012018625657
phenotype_69	AFFECTS	phenotype_85	0.481909398583877
dopamine	INHIBITS	phenotype_75	0.4970463642234513
disease_58	ASSOCIATED_WITH	phenotype_65	0.49437435564967014
quercetin	INHIBITS	phenotype_57	0.5822922658627956
disease_79	ASSOCIATED_WITH	gene_82	0.4812596015513095
furosemide	REGULATES	gene_51	0.48090986696277344
gene_33	STIMULATES	phenotype_68	0.5186920061409818
disease_67	ASSOCIATED_WITH	phenotype_1	0.5730628802398341
chemical_72	TREATS	Raynaud phenomenon	0.5747318174881056
erythropoiesis	CO_OCCURRED_WITH	phenotype_77	0.7449941293169169
methotrexate	PREVENTS	disease_18	0.4901296966198482
migraine	CAUSES	phenotype_71	0.4724126107206089
chemical_69	STIMULATES	PTEN	0.466232989747539
chemical_74	STIMULATES	gene_68	0.5318067602393423
gene_20	STIMULATES	protein misfolding	0.6236100389278669
phenotype_69	AFFECTS	phenotype_89	0.5474831690756804
gene_5	STIMULATES	autophagy	0.5318067602393424
disease_75	CAUSES	phenotype_15	0.4527404795730679
disease_50	AFFECTS	MMP9	0.6327290707150247
acetylation	AFFECTS	phenotype_39	0.5081389067805984
SNCA	AFFECTS	gene_57	0.560597923174041
chemical_84	AFFECTS	phenotype_29	0.5146962838297787
phenotype_67	CO_OCCURRED_WITH	phenotype_14	0.685977735874294
serotonin	PREVENTS	disease_82	0.48357231957066776
embolism	AFFECTS	gene_14	0.46223726743633603
disease_6	ASSOCIATED_WITH	PIK3CA	0.592735011387375
CD8A	AFFECTS	anaplasia	0.501581529731418
NFKB1	REGULATES	gene_84	0.592385276798839
disease_85	CAUSES	inflammation	0.6101175287533959
BRCA1	REGULATES	SOD1	0.5727131456512979
osteoclastogenesis	AFFECTS	phenotype_18	0.5671553002232214
pantoprazole	CAUSES	disease_59	0.38716670908126466
chemical_12	AFFECTS	phenotype_32	0.521253660878959
gene_31	REGULATES	gene_70	0.6514016702414619
chemical_35	STIMULATES	methylation	0.525249383190162
phenotype_45	AFFECTS	phenotype_79	0.48846677563305735
chemical_3	STIMULATES	phenotype_48	0.5121346290918013
neurogenesis	AFFECTS	phenotype_86	0.5671553002232214
dopamine	AFFECTS	phenotype_5	0.5146962838297786
dopamine	STIMULATES	phenotype_44	0.5121346290918013
BRCA2	REGULATES	phenotype_43	0.4940246210611341
disease_51	AFFECTS	thrombopoiesis	0.48846677563305735
disease_82	AFFECTS	gene_10	0.3966634969445328
chemical_22	REGULATES	EGFR	0.48090986696277344
gene_84	AFFECTS	phenotype_15	0.4687946444855164
disease_39	AFFECTS	MMP9	0.599942185469123
ubiquitination	CO_OCCURRED_WITH	ischemia	0.5941744571857693
chemical_37	INHIBITS	phosphorylation	0.6150791511086972
gene_67	INTERACTS_WITH	PIK3CA	0.64854043519098
IL10	AFFECTS	BRCA1	0.5343684149773197
phenotype_77	CO_OCCURRED_WITH	phenotype_76	0.6663056047267529
chemical_14	CAUSES	disease_37	0.42651097137634664
chemical_46	STIMULATES	gene_63	0.5383641372885227
chemical_22	REGULATES	gene_59	0.49402462106113404
lithium	REGULATES	gene_13	0.5792705227004783
gene_30	REGULATES	BDNF	0.7169754407332652
gene_9	AFFECTS	HMOX1	0.5540405461248606
gene_76	REGULATES	phenotype_17	0.5464836374545766
atorvastatin	AFFECTS	phenotype_52	0.44256513628879507
chemical_67	TREATS	disease_19	0.46981378470122037
gene_7	REGULATES	BRCA1	0.5661557686021176
disease_44	AFFECTS	gene_48	0.5146962838297787
chemical_13	TREATS	disease_18	0.47637116175040073
catechin	STIMULATES	gene_50	0.5908231536819654
CXCL8	STIMULATES	phenotype_50	0.603937907780326
chemical_18	REGULATES	gene_64	0.48090986696277344
disease_79	CAUSES	phenotype_15	0.4724126107206089
chemical_53	STIMULATES	gene_74	0.4793477438458997
chemical_54	STIMULATES	SOD2	0.49901987499344064
disease_48	AFFECTS	gene_45	0.46223726743633603
disease_84	ASSOCIATED_WITH	gene_22	0.5009317326988504
MMP9	REGULATES	gene_67	0.6317295390939209
CRP	AFFECTS	phenotype_3	0.619614316616664
carcinoma	ASSOCIATED_WITH	gene_57	0.612407142534916
dopamine	REGULATES	gene_12	0.533368883356216
chemical_77	STIMULATES	gene_52	0.45311823564917836
disease_25	AFFECTS	phenotype_14	0.560597923174041
phenotype_77	CO_OCCURRED_WITH	phenotype_35	0.6728629817759333
lisinopril	PREVENTS	disease_63	0.4114411720296842
chemical_6	INHIBITS	angiogenesis	0.510161118321812
gene_43	AFFECTS	NOS3	0.5540405461248606
gene_1	AFFECTS	PIK3CA	0.6720733330101066
chemical_61	STIMULATES	phenotype_58	0.5318067602393423
leukopoiesis	AFFECTS	phenotype_58	0.6064995625183033
gene_65	REGULATES	IL10	0.6382869161431013
chemical_35	TREATS	disease_60	0.48292853879958103
cyclosporine	PRODUCES	TP53	0.5345390789127071
metoprolol	PREVENTS	disease_16	0.4770149425214875
anemia	AFFECTS	phenotype_15	0.481909398583877
phenotype_70	AFFECTS	phenotype_18	0.5474831690756803
phenotype_53	CO_OCCURRED_WITH	platelet aggregation	0.6138465883333103
phenotype_77	AFFECTS	protein misfolding	0.6064995625183033
chemical_32	PREVENTS	disease_30	0.5294739589149301
disease_30	ASSOCIATED_WITH	gene_29	0.573062880239834
chemical_9	PREVENTS	disease_22	0.5229165818657499
disease_77	AFFECTS	gene_31	0.5868274313707623
gene_65	AFFECTS	phenotype_40	0.5868274313707623
MYC	AFFECTS	mTOR	0.6130569395674836
gene_17	REGULATES	gene_79	0.6186147849955603
gene_9	AFFECTS	CXCL8	0.5409257920264999
gene_51	REGULATES	phenotype_47	0.5661557686021176
chemical_1	CAUSES	disease_84	0.43306834842552694
phenotype_58	CO_OCCURRED_WITH	phenotype_29	0.646633473579212
vitamin B12	PRODUCES	ACE	0.5410964559618874
IL6	STIMULATES	phenotype_7	0.6563969241737686
gene_41	STIMULATES	lipid peroxidation	0.6236100389278669
chemical_24	AFFECTS	phenotype_35	0.4950241526822377
chemical_57	PRODUCES	gene_77	0.5214243248143464
chemical_13	PREVENTS	diabetes	0.5163592048165695
phenotype_23	CO_OCCURRED_WITH	phenotype_21	0.5089285555464251
disease_55	AFFECTS	gene_77	0.560597923174041
hydrochlorothiazide	INHIBITS	phenotype_53	0.5888496429119758
disease_26	AFFECTS	gene_71	0.4753520215346967
gene_16	CAUSES	chemical_42	0.5838880205566745
lithium	DISRUPTS	osteoporosis	0.4975891498541136
sepsis	DISRUPTS	gene_21	0.49103177280493326
chemical_73	PRODUCES	phenotype_20	0.4951948166176251
phenotype_14	COMPLICATES	phenotype_4	0.7668551347137962
chemical_22	higher_than	disease_13	0.4752221626989969
gene_74	AFFECTS	phenotype_83	0.6458438248133853
disease_21	lower_than	disease_62	0.49315399724208303
phenotype_60	CAUSES	chemical_73	0.4855273648189696
gene_11	ADMINISTERED_TO	chemical_35	0.5230933964386342
disease_46	CAUSES	gene_24	0.5183142500648713
disease_26	PREVENTS	chemical_80	0.4507854343247662
phenotype_12	PRACTICES	phenotype_61	0.7109284460954653
alkalosis	CO-OCCURS_WITH	methotrexate	0.5325264074901156
disease_66	PRODUCES	lupus	0.3902767838307398
disease_39	COMPLICATES	phenotype_36	0.6225928396318289
disease_6	CO-OCCURS_WITH	hyperplasia	0.5849854238835582
gene_19	DISRUPTS	phenotype_2	0.6221793137885399
fish oil	same_as	gene_30	0.6894561713920693
phenotype_34	PROCESS_OF	disease_14	0.5908752503004056
asthma	MEASURES	insulin	0.5454163778966832
phenotype_7	PREVENTS	chemical_26	0.5819329753083728
disease_33	TREATS	gene_73	0.482928538799581
chemical_7	ASSOCIATED_WITH	chemical_24	0.42880058515786684
necrosis	AFFECTS	bronchitis	0.5343684149773197
chemical_13	AFFECTS	chemical_23	0.4360077592396147
chemical_13	PROCESS_OF	phenotype_83	0.6564490207922089
leukemia	CONVERTS_TO	gene_26	0.4892617891129448
vitamin E	DISRUPTS	trastuzumab	0.5631629203459169
disease_57	DISRUPTS	disease_58	0.5697202973950972
norepinephrine	OCCURS_IN	neuropathy	0.5951454503615927
anaplasia	AFFECTS	phenotype_60	0.4950241526822377
disease_65	CAUSES	gene_14	0.511756873015691
IL6	lower_than	gene_19	0.6505310464224108
cortisol	COMPLICATES	leukemia	0.5111174297957632
protein misfolding	DIAGNOSES	phenotype_3	0.6350901946051407
chemical_79	MEASURES	chemical_34	0.47328523035569964
testosterone	INTERACTS_WITH	fish oil	0.5370650253549144
vitamin D	AFFECTS	CD8A	0.481909398583877
colitis	PREVENTS	gene_19	0.5884903523575531
aspirin	compared_with	chemical_12	0.5679503137031088
chemical_4	LOCATION_OF	disease_8	0.46303317645825404
gene_78	CO-OCCURS_WITH	estrogen	0.5718706697851975
cardiomyopathy	compared_with	disease_57	0.5351634284572071
disease_7	COMPLICATES	disease_37	0.4324289052055994
chemical_36	PRACTICES	IL6	0.5797809051118586
gene_6	PREVENTS	chemical_38	0.4966870736690285
disease_63	PREVENTS	chemical_21	0.3655395326854219
chemical_2	STIMULATES	gene_64	0.45311823564917836
gene_79	different_from	disease_79	0.5805054743031948
chemical_43	PREVENTS	simvastatin	0.39832641793132356
chemical_84	USES	gene_35	0.5404831672578339
acidosis	PART_OF	mTOR	0.6058329530501337
disease_89	DISRUPTS	chemical_45	0.4713596416573923
chemical_14	OCCURS_IN	phenotype_81	0.49678479462388775
phenotype_22	different_from	phenotype_7	0.7378825234835226
Parkinson disease	TREATS	chemical_1	0.41079739125859743
phenotype_9	INHIBITS	phenotype_8	0.6609807904529594
KRAS	lower_than	chemical_2	0.4538097349470011
disease_15	PREVENTS	gene_57	0.5557034671116515
phenotype_16	CO-OCCURS_WITH	phenotype_33	0.6505591943753615
phenotype_53	TREATS	chemical_72	0.5944039486356466
gene_61	MANAGES	chemical_5	0.5727935942479567
phenotype_52	LOCATION_OF	chemical_61	0.5089348158025164
hypertrophy	PART_OF	disease_54	0.5599313137058713
chemical_5	OCCURS_IN	gene_84	0.46399790937798613
gene_71	ADMINISTERED_TO	gene_32	0.6214540521763391
disease_27	PRODUCES	EGFR	0.47552268547008414
apoptosis	LOCATION_OF	atorvastatin	0.6531971108844836
chemical_76	AFFECTS	phenotype_92	0.48846677563305735
